央视频道,#genre#
宁夏卫视,http://43.156.8.127:5050/ysp?id=2025608503&pid=600190737&q=fhd
山西卫视,http://43.156.8.127:5050/ysp?id=2025560803&pid=600190407&q=fhd
云南卫视,http://43.156.8.127:5050/ysp?id=2025561303&pid=600190402&q=fhd
吉林卫视,http://43.156.8.127:5050/ysp?id=2025561503&pid=600190405&q=fhd
青海卫视,http://43.156.8.127:5050/ysp?id=2025559103&pid=600190406&q=fhd
北方广电,#genre#
CCTV-1高清,http://47.104.163.156:50/北方广电.php?id=488
CCTV-2高清,http://47.104.163.156:50/北方广电.php?id=061
CCTV-3高清,http://47.104.163.156:50/北方广电.php?id=062
CCTV-4高清,http://47.104.163.156:50/北方广电.php?id=063
CCTV-5高清,http://47.104.163.156:50/北方广电.php?id=064
CCTV-5+高清,http://47.104.163.156:50/北方广电.php?id=246
CCTV-6高清,http://47.104.163.156:50/北方广电.php?id=065
CCTV-7高清,http://47.104.163.156:50/北方广电.php?id=127
CCTV-8高清,http://47.104.163.156:50/北方广电.php?id=066
CCTV-9高清,http://47.104.163.156:50/北方广电.php?id=128
CCTV-10高清,http://47.104.163.156:50/北方广电.php?id=129
CCTV-11高清,http://47.104.163.156:50/北方广电.php?id=130
CCTV-12高清,http://47.104.163.156:50/北方广电.php?id=131
CCTV-13高清,http://47.104.163.156:50/北方广电.php?id=067
CCTV-14高清,http://47.104.163.156:50/北方广电.php?id=132
CCTV-15高清,http://47.104.163.156:50/北方广电.php?id=133
CCTV-17高清,http://47.104.163.156:50/北方广电.php?id=204
CCTV-女性时尚,http://47.104.163.156:50/北方广电.php?id=176
CCTV-世界地理,http://47.104.163.156:50/北方广电.php?id=177
CCTV-电视指南,http://47.104.163.156:50/北方广电.php?id=164
CCTV-书画频道,http://47.104.163.156:50/北方广电.php?id=180
CGTN,http://47.104.163.156:50/北方广电.php?id=134
CGTN,3http://47.104.163.156:50/北方广电.php?id=05
CGTN-西班牙语,http://47.104.163.156:50/北方广电.php?id=306
CGTN-法语,http://47.104.163.156:50/北方广电.php?id=307
CGTN-阿拉伯语,http://47.104.163.156:50/北方广电.php?id=308
CGTN-俄语,http://47.104.163.156:50/北方广电.php?id=309
中央新影-发现之旅,http://47.104.163.156:50/北方广电.php?id=151
中央新影-老故事,http://47.104.163.156:50/北方广电.php?id=166
辽宁卫视高清,http://47.104.163.156:50/北方广电.php?id=058
黑龙江卫视高清,http://47.104.163.156:50/北方广电.php?id=095
吉林卫视高清,http://47.104.163.156:50/北方广电.php?id=097
内蒙古卫视,http://47.104.163.156:50/北方广电.php?id=110
北京卫视高清,http://47.104.163.156:50/北方广电.php?id=083
天津卫视高清,http://47.104.163.156:50/北方广电.php?id=084
河北卫视高清,http://47.104.163.156:50/北方广电.php?id=108
河南卫视高清,http://47.104.163.156:50/北方广电.php?id=339
河南卫视,http://47.104.163.156:50/北方广电.php?id=104
陕西卫视高清,http://47.104.163.156:50/北方广电.php?id=512
陕西卫视,http://47.104.163.156:50/北方广电.php?id=114
宁夏卫视,http://47.104.163.156:50/北方广电.php?id=118
甘肃卫视高清,http://47.104.163.156:50/北方广电.php?id=119
青海卫视,http://47.104.163.156:50/北方广电.php?id=111
山西卫视高清,http://47.104.163.156:50/北方广电.php?id=109
山东卫视高清,http://47.104.163.156:50/北方广电.php?id=099
安徽卫视高清,http://47.104.163.156:50/北方广电.php?id=096
江苏卫视高清,http://47.104.163.156:50/北方广电.php?id=085
浙江卫视高清,http://47.104.163.156:50/北方广电.php?id=094
上海东方卫视高清,http://47.104.163.156:50/北方广电.php?id=093
湖北卫视高清,http://47.104.163.156:50/北方广电.php?id=102
湖南卫视高清,http://47.104.163.156:50/北方广电.php?id=086
江西卫视高清,http://47.104.163.156:50/北方广电.php?id=098
福建东南卫视高清,http://47.104.163.156:50/北方广电.php?id=483
贵州卫视高清,http://47.104.163.156:50/北方广电.php?id=101
四川卫视高清,http://47.104.163.156:50/北方广电.php?id=103
重庆卫视高清,1http://47.104.163.156:50/北方广电.php?id=07
云南卫视高清,http://47.104.163.156:50/北方广电.php?id=482
云南卫视,http://47.104.163.156:50/北方广电.php?id=115
新疆卫视,http://47.104.163.156:50/北方广电.php?id=150
西藏卫视,http://47.104.163.156:50/北方广电.php?id=121
广西卫视高清,http://47.104.163.156:50/北方广电.php?id=116
广东卫视高清,http://47.104.163.156:50/北方广电.php?id=092
海南卫视高清,http://47.104.163.156:50/北方广电.php?id=473
吉林延边卫视,http://47.104.163.156:50/北方广电.php?id=117
北京卡酷少儿,http://47.104.163.156:50/北方广电.php?id=106
北京冬奥纪实高清,http://47.104.163.156:50/北方广电.php?id=113
北京车迷频道,http://47.104.163.156:50/北方广电.php?id=146
北京中华特产,http://47.104.163.156:50/北方广电.php?id=158
北京优优宝贝,http://47.104.163.156:50/北方广电.php?id=153
北京四海钓鱼,http://47.104.163.156:50/北方广电.php?id=229
北京生态环境,http://47.104.163.156:50/北方广电.php?id=149
河南国学频道,http://47.104.163.156:50/北方广电.php?id=169
陕西农林卫视,http://47.104.163.156:50/北方广电.php?id=122
甘肃家政,http://47.104.163.156:50/北方广电.php?id=167
山东教育卫视,http://47.104.163.156:50/北方广电.php?id=112
山东收藏天下,http://47.104.163.156:50/北方广电.php?id=155
江苏财富天下,http://47.104.163.156:50/北方广电.php?id=231
江苏靓妆,http://47.104.163.156:50/北方广电.php?id=179
上海法治天地,http://47.104.163.156:50/北方广电.php?id=162
湖北休闲指南,http://47.104.163.156:50/北方广电.php?id=156
湖南金鹰卡通,http://47.104.163.156:50/北方广电.php?id=105
湖南茶频道,http://47.104.163.156:50/北方广电.php?id=181
江西陶瓷,http://47.104.163.156:50/北方广电.php?id=175
贵州天元围棋,http://47.104.163.156:50/北方广电.php?id=144
贵州摄影频道,http://47.104.163.156:50/北方广电.php?id=222
重庆汽摩,http://47.104.163.156:50/北方广电.php?id=168
新疆兵团卫视,http://47.104.163.156:50/北方广电.php?id=124
广东深圳卫视高清,http://47.104.163.156:50/北方广电.php?id=100
辽宁都市高清,http://47.104.163.156:50/北方广电.php?id=610
辽宁都市,http://47.104.163.156:50/北方广电.php?id=068
辽宁影视剧高清,http://47.104.163.156:50/北方广电.php?id=070
辽宁北方高清,http://47.104.163.156:50/北方广电.php?id=071
辽宁体育,http://47.104.163.156:50/北方广电.php?id=072
辽宁生活高清http://47.104.163.156:50/北方广电.php?id=,073
辽宁教育青少高清,http://47.104.163.156:50/北方广电.php?id=075
辽宁经济高清,http://47.104.163.156:50/北方广电.php?id=076
辽宁经济高清,http://47.104.163.156:50/北方广电.php?id=480
辽宁公共高清,http://47.104.163.156:50/北方广电.php?id=077
辽宁公共高清,http://47.104.163.156:50/北方广电.php?id=481
北方导视,http://47.104.163.156:50/北方广电.php?id=187
家庭理财,http://47.104.163.156:50/北方广电.php?id=139
新动漫,http://47.104.163.156:50/北方广电.php?id=140
游戏竞技,http://47.104.163.156:50/北方广电.php?id=142
电子体育,http://47.104.163.156:50/北方广电.php?id=143
网络棋牌,http://47.104.163.156:50/北方广电.php?id=141
沈阳新闻综合高清,http://47.104.163.156:50/北方广电.php?id=059
大连新闻综合高清,http://47.104.163.156:50/北方广电.php?id=273
鞍山新闻综合高清,http://47.104.163.156:50/北方广电.php?id=274
抚顺新闻综合高清,http://47.104.163.156:50/北方广电.php?id=275
本溪新闻综合高清,http://47.104.163.156:50/北方广电.php?id=312
丹东新闻综合高清,http://47.104.163.156:50/北方广电.php?id=276
锦州新闻综合高清,http://47.104.163.156:50/北方广电.php?id=277
营口新闻综合高清,http://47.104.163.156:50/北方广电.php?id=278
阜新新闻综合,http://47.104.163.156:50/北方广电.php?id=279
辽阳新闻综合高清,http://47.104.163.156:50/北方广电.php?id=280
铁岭新闻综合,http://47.104.163.156:50/北方广电.php?id=281
朝阳新闻综合高清,http://47.104.163.156:50/北方广电.php?id=282
盘锦新闻综合高清,http://47.104.163.156:50/北方广电.php?id=283
葫芦岛新闻综合高清,http://47.104.163.156:50/北方广电.php?id=284
葫芦岛连山区综合,http://47.104.163.156:50/北方广电.php?id=491
葫芦岛龙港区综合,http://47.104.163.156:50/北方广电.php?id=490
中国天气,http://47.104.163.156:50/北方广电.php?id=160
中国教育1高清,http://47.104.163.156:50/北方广电.php?id=135
空中课堂,http://47.104.163.156:50/北方广电.php?id=492
环球旅游,http://47.104.163.156:50/北方广电.php?id=147
百姓健康,http://47.104.163.156:50/北方广电.php?id=219
重温经典高清,http://47.104.163.156:50/北方广电.php?id=635
炫动3D,http://47.104.163.156:50/北方广电.php?id=298
漫游世界高清,http://47.104.163.156:50/北方广电.php?id=297
电子竞技高清,http://47.104.163.156:50/北方广电.php?id=296
风尚音乐,http://47.104.163.156:50/北方广电.php?id=294
少儿动漫高清,http://47.104.163.156:50/北方广电.php?id=293
高清娱乐,http://47.104.163.156:50/北方广电.php?id=292
欧美影院高清,http://47.104.163.156:50/北方广电.php?id=291
精品剧场高清,http://47.104.163.156:50/北方广电.php?id=290
亚洲影院高清,http://47.104.163.156:50/北方广电.php?id=289
BC,#genre#
CCTV1,http://47.104.163.156:50/台湾.php?id=cctv1
CCTV2,http://47.104.163.156:50/台湾.php?id=cctv2
CCTV3,http://47.104.163.156:50/台湾.php?id=cctv3
CCTV4,http://47.104.163.156:50/台湾.php?id=cctv4
CCTV5,http://47.104.163.156:50/台湾.php?id=cctv5
CCTV5+,http://47.104.163.156:50/台湾.php?id=cctv5p
CCTV6,http://47.104.163.156:50/台湾.php?id=cctv6
CCTV7,http://47.104.163.156:50/台湾.php?id=cctv7
CCTV8,http://47.104.163.156:50/台湾.php?id=cctv8
CCTV9,http://47.104.163.156:50/台湾.php?id=cctv9
CCTV10,http://47.104.163.156:50/台湾.php?id=cctv10
CCTV11,http://47.104.163.156:50/台湾.php?id=cctv11
CCTV12,http://47.104.163.156:50/台湾.php?id=cctv12
CCTV13,http://47.104.163.156:50/台湾.php?id=cctv13
CCTV14,http://47.104.163.156:50/台湾.php?id=cctv14
CCTV15,http://47.104.163.156:50/台湾.php?id=cctv15
CCTV16,http://47.104.163.156:50/台湾.php?id=cctv16
CCTV17,http://47.104.163.156:50/台湾.php?id=cctv17
CGTN,http://47.104.163.156:50/台湾.php?id=cgtn
北京卫视,http://47.104.163.156:50/台湾.php?id=bjws
东方卫视,http://47.104.163.156:50/台湾.php?id=dfws
湖南卫视,http://47.104.163.156:50/台湾.php?id=hunws
江苏卫视,http://47.104.163.156:50/台湾.php?id=jsws
浙江卫视,http://47.104.163.156:50/台湾.php?id=zjws
广东卫视,http://47.104.163.156:50/台湾.php?id=gdws
深圳卫视,http://47.104.163.156:50/台湾.php?id=szws
东南卫视,http://47.104.163.156:50/台湾.php?id=dnws
广西卫视,http://47.104.163.156:50/台湾.php?id=gxws
凤凰香港,http://47.104.163.156:50/台湾.php?id=fhhk
TVB翡翠台,http://47.104.163.156:50/台湾.php?id=tvbfc
TVB明珠台,http://47.104.163.156:50/台湾.php?id=tvbmzt
TVB无线新闻,http://47.104.163.156:50/台湾.php?id=tvbwxxw
TVB J2,http://47.104.163.156:50/台湾.php?id=tvbj2
TVB星河,http://47.104.163.156:50/台湾.php?id=tvbxh
TVB经典,http://47.104.163.156:50/台湾.php?id=tvbjd
中天综合,http://47.104.163.156:50/台湾.php?id=ztzh
中天新闻,http://47.104.163.156:50/台湾.php?id=ztxw
中天娱乐,http://47.104.163.156:50/台湾.php?id=ztyl
东森综合,http://47.104.163.156:50/台湾.php?id=dszh
东森新闻,http://47.104.163.156:50/台湾.php?id=dsxw
东森电影,http://47.104.163.156:50/台湾.php?id=dsdy
东森戏剧,http://47.104.163.156:50/台湾.php?id=dsxj
TVBS,http://47.104.163.156:50/台湾.php?id=tvbs
TVBS新闻,http://47.104.163.156:50/台湾.php?id=tvbsxw
HBO HD,http://47.104.163.156:50/台湾.php?id=hbohd
AXN,http://47.104.163.156:50/台湾.php?id=axn
MTV Live,http://47.104.163.156:50/台湾.php?id=mtv
IHOT频道,#genre#
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
香港TVN,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
凤凰卫视频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
TVB星河台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
翡翠台4K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
美亞電影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
Channel V6,https://media.ksl.com/watchit/vod/41534/playlist.m3u8
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
无线千禧,http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
斗鱼直播,#genre#
经典影视台,http://huanqiuzhibo.cn/manifest/douyu.php?id=6091425
经典剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
特辑影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778
贝爷MAX厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332
抗战电视剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=7623292
武侠电视剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=2793084
粤语电视剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741
冰冰经典,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374
开心麻花小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=10153463
一起看港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5061550
好剧看不停,http://huanqiuzhibo.cn/manifest/douyu.php?id=9388938
龙门镖局,http://huanqiuzhibo.cn/manifest/douyu.php?id=10329713
鬼吹灯,http://huanqiuzhibo.cn/manifest/douyu.php?id=5635000
PDD影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1274132
喜剧电影笑不停,http://huanqiuzhibo.cn/manifest/douyu.php?id=10298856
悬疑短剧剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9297412
大笑影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=10329300
四叶草影视,http://huanqiuzhibo.cn/manifest/douyu.php?id=9446117
电视轮播,#genre#
武林外传,http://47.104.163.156:50/yy.php?id=1355652820
【水浒传】24h,http://47.104.163.156:50/yy.php?id=1382702247
靓剑,http://47.104.163.156:50/yy.php?id=1356043643
超精彩武打场景,http://47.104.163.156:50/yy.php?id=1354936131
【林正英经典】玄幻电影,http://47.104.163.156:50/yy.php?id=1462895099
老广的味道-美食之旅,http://47.104.163.156:50/yy.php?id=1354932375
湸剑,http://47.104.163.156:50/yy.php?id=23206872
纪晓岚,http://47.104.163.156:50/yy.php?id=1354143978
每天都等你,http://47.104.163.156:50/yy.php?id=1353215589
【狂飙2老默】首播,http://47.104.163.156:50/yy.php?id=1354790484
林正英-经典电影,http://47.104.163.156:50/yy.php?id=34229877
弹幕天团下饭神剧,http://47.104.163.156:50/yy.php?id=23512910
少年包青天,http://47.104.163.156:50/yy.php?id=1356043677
纪晓岚,http://47.104.163.156:50/yy.php?id=1352227227
神探狄仁杰1,http://47.104.163.156:50/yy.php?id=1382851575
丸子,http://47.104.163.156:50/yy.php?id=1382851588
地下交通站,http://47.104.163.156:50/yy.php?id=1382736795
真实案件系列,http://47.104.163.156:50/yy.php?id=1382671124
朵宝陪你看狄仁杰,http://47.104.163.156:50/yy.php?id=1353753252
正阳门下,http://47.104.163.156:50/yy.php?id=1354931580
小惠_郭德纲相声迷,http://47.104.163.156:50/yy.php?id=1382851593
周星驰搞笑在线,http://47.104.163.156:50/yy.php?id=1351537467
【新三国】萌儿陪看,http://47.104.163.156:50/yy.php?id=29216766
内在美-伊人有约,http://47.104.163.156:50/yy.php?id=1382737892
【靓剑】乐乐陪看,http://47.104.163.156:50/yy.php?id=1352946111
赵本山《蓝光版》,http://47.104.163.156:50/yy.php?id=32160832
神雕侠侣,http://47.104.163.156:50/yy.php?id=1351762426
港片喜剧动作,http://47.104.163.156:50/yy.php?id=1355480591
济公,http://47.104.163.156:50/yy.php?id=1355265814
赵本山《超清版》,http://47.104.163.156:50/yy.php?id=1382683959
8090年的热血与回忆,http://47.104.163.156:50/yy.php?id=1356243352
超喜剧地下交通站男神贾贵,http://47.104.163.156:50/yy.php?id=1353428972
妖神记-全集,http://47.104.163.156:50/yy.php?id=1382735551
隋唐英雄传,http://47.104.163.156:50/yy.php?id=1352475619
古惑仔,http://47.104.163.156:50/yy.php?id=1458015189
雯子：港剧,http://47.104.163.156:50/yy.php?id=1456829119
经典鬼片3000部,http://47.104.163.156:50/yy.php?id=29460894
林正英经典,http://47.104.163.156:50/yy.php?id=1351505899
雍正王朝,http://47.104.163.156:50/yy.php?id=1356043620
燕双鹰,http://47.104.163.156:50/yy.php?id=1352227153
【鹿鼎记】金庸经典,http://47.104.163.156:50/yy.php?id=28265277
李连杰功夫经典武侠,http://47.104.163.156:50/yy.php?id=74613175
经典抗战剧,http://47.104.163.156:50/yy.php?id=1354555195
《武林外传》武侠,http://47.104.163.156:50/yy.php?id=1394000563
水浒传,http://47.104.163.156:50/yy.php?id=1353873252
《仙侠》开局无敌了,http://47.104.163.156:50/yy.php?id=29600150
康熙微服私访记,http://47.104.163.156:50/yy.php?id=1352811698
进来陪你看动漫,http://47.104.163.156:50/yy.php?id=1352866135
狄仁杰,http://47.104.163.156:50/yy.php?id=1351755386
动漫,http://47.104.163.156:50/yy.php?id=26664495
勇敢的心~24经典好剧,http://47.104.163.156:50/yy.php?id=1354744544
神医喜来乐,http://47.104.163.156:50/yy.php?id=1382714119
热度榜1.包青天,http://47.104.163.156:50/yy.php?id=22701868
83射雕英雄传,http://47.104.163.156:50/yy.php?id=1354210357
薛仁贵传奇,http://47.104.163.156:50/yy.php?id=1355260662
大家车言论,http://47.104.163.156:50/yy.php?id=1382570702
好先生,http://47.104.163.156:50/yy.php?id=79382500
鹿鼎记-高清全集,http://47.104.163.156:50/yy.php?id=1382704650
宰相刘罗锅,http://47.104.163.156:50/yy.php?id=1382745191
�逋鞠盗�-国产喜剧,http://47.104.163.156:50/yy.php?id=1382736856
张国荣与周润发的兄弟情,http://47.104.163.156:50/yy.php?id=1354930961
夏洛特烦恼-国内电影-喜剧,http://47.104.163.156:50/yy.php?id=1354936201
情满四合院-高分电视剧,http://47.104.163.156:50/yy.php?id=1382735541
寻秦记-穿越剧经典,http://47.104.163.156:50/yy.php?id=1382749900
西游记后传,http://47.104.163.156:50/yy.php?id=1382736846
【周星驰】搞笑电影,http://47.104.163.156:50/yy.php?id=38670875
鹿鼎记-周星驰版,http://47.104.163.156:50/yy.php?id=1354658049
每天都要快乐哦！,http://47.104.163.156:50/yy.php?id=1354930909
疯狂动漫正在直播,http://47.104.163.156:50/yy.php?id=1353937086
时光的海,http://47.104.163.156:50/yy.php?id=1382851579
少年包青天第三部,http://47.104.163.156:50/yy.php?id=1382736814
风筝,http://47.104.163.156:50/yy.php?id=1382828770
智取威虎山,http://47.104.163.156:50/yy.php?id=1382736843
少年包青天,http://47.104.163.156:50/yy.php?id=1414846486
七色小彩虹,http://47.104.163.156:50/yy.php?id=1382851601
二号交通站,http://47.104.163.156:50/yy.php?id=1382735582
小美美正在直播,http://47.104.163.156:50/yy.php?id=1354143966
【鸡毛飞上天】,http://47.104.163.156:50/yy.php?id=1354806550
林正英全集,http://47.104.163.156:50/yy.php?id=1353685311
赌神港片喜剧,http://47.104.163.156:50/yy.php?id=1355112116
天龙神雕经典回忆,http://47.104.163.156:50/yy.php?id=68260522
天龙八部,http://47.104.163.156:50/yy.php?id=1351814644
24h七星鲁王宫,http://47.104.163.156:50/yy.php?id=1355171357
小太阳正在直播,http://47.104.163.156:50/yy.php?id=29067083
【经典港片】佟瑶,http://47.104.163.156:50/yy.php?id=23531261
迷糊不迷糊正在直播,http://47.104.163.156:50/yy.php?id=1461931969
燕双鹰,http://47.104.163.156:50/yy.php?id=1354143942
倚天屠龙记,http://47.104.163.156:50/yy.php?id=33300793
进来陪你看电视,http://47.104.163.156:50/yy.php?id=1353518742
天龙神雕金庸,http://47.104.163.156:50/yy.php?id=1356043609
甜心正在直播,http://47.104.163.156:50/yy.php?id=1454732419
精彩动漫,http://47.104.163.156:50/yy.php?id=1420843376
【武林客栈】,http://47.104.163.156:50/yy.php?id=1382773728
咸鱼动漫,http://47.104.163.156:50/yy.php?id=1354076248
动漫,http://47.104.163.156:50/yy.php?id=1354143938
新白娘子传奇,http://47.104.163.156:50/yy.php?id=1354490667
【新三国】,http://47.104.163.156:50/yy.php?id=1382851415
老妖私影院,http://47.104.163.156:50/yy.php?id=1354952229
奇缘港台影院,http://47.104.163.156:50/yy.php?id=1354889234
笑傲江湖4K超清,http://47.104.163.156:50/yy.php?id=1354282410
经典电影重温,http://47.104.163.156:50/yy.php?id=1382793140
豪哥带我们发财,http://47.104.163.156:50/yy.php?id=23402146
动漫,http://47.104.163.156:50/yy.php?id=22777075
无敌燕双鹰,http://47.104.163.156:50/yy.php?id=1354825244
铁齿铜牙纪晓岚,http://47.104.163.156:50/yy.php?id=1382781415
小爽东北菇凉，求守护,http://47.104.163.156:50/yy.php?id=1382609850
YY用户,http://47.104.163.156:50/yy.php?id=1382736808
啊咧,http://47.104.163.156:50/yy.php?id=1459243913
神探狄仁杰2,http://47.104.163.156:50/yy.php?id=1382828767
YY用户,http://47.104.163.156:50/yy.php?id=1382736818
恋歌,http://47.104.163.156:50/yy.php?id=1382746276
成龙系列,http://47.104.163.156:50/yy.php?id=1354888751
神探狄仁杰1,http://47.104.163.156:50/yy.php?id=1354930934
情满四合院,http://47.104.163.156:50/yy.php?id=1382736848
欢乐集结号-每天笑不停,http://47.104.163.156:50/yy.php?id=1382741642
父母爱情,http://47.104.163.156:50/yy.php?id=1354926650
新白娘子传奇-女神赵雅芝,http://47.104.163.156:50/yy.php?id=1354930969
双月之城-国漫,http://47.104.163.156:50/yy.php?id=1382736907
华子系列,http://47.104.163.156:50/yy.php?id=1354888726
晨晨的影视小窝,http://47.104.163.156:50/yy.php?id=1382851576
《石敢当》六耳猕猴,http://47.104.163.156:50/yy.php?id=1394156613
颜值永远在线,http://47.104.163.156:50/yy.php?id=1382851582
郝蕾演绎-情满四合院,http://47.104.163.156:50/yy.php?id=1382745089
小兵张嘎,http://47.104.163.156:50/yy.php?id=1354930225
都挺好-电视剧,http://47.104.163.156:50/yy.php?id=1382736892
纯纯纯儿,http://47.104.163.156:50/yy.php?id=1382851589
大家都在看的电视剧,http://47.104.163.156:50/yy.php?id=1354930964
血色浪漫,http://47.104.163.156:50/yy.php?id=1354926676
宝莲灯前传,http://47.104.163.156:50/yy.php?id=1354931631
战狼10086,http://47.104.163.156:50/yy.php?id=1382773686
暖暖1999,http://47.104.163.156:50/yy.php?id=1382851591
金婚,http://47.104.163.156:50/yy.php?id=1382736832
欢乐颂,http://47.104.163.156:50/yy.php?id=1382851577
二号交通站,http://47.104.163.156:50/yy.php?id=1354930965
欢乐颂,http://47.104.163.156:50/yy.php?id=1382735624
恋歌,http://47.104.163.156:50/yy.php?id=1382851594
超清鬼片港片,http://47.104.163.156:50/yy.php?id=1335509613
鱼美美隋唐英雄传,http://47.104.163.156:50/yy.php?id=1355102749
杭小妞,http://47.104.163.156:50/yy.php?id=1382851590
24h我爱我家纯音频,http://47.104.163.156:50/yy.php?id=1356212303
YY用户,http://47.104.163.156:50/yy.php?id=1382745117
神探狄仁杰,http://47.104.163.156:50/yy.php?id=38338029
国内高分悬疑剧-风筝,http://47.104.163.156:50/yy.php?id=1354931585
情满四合院,http://47.104.163.156:50/yy.php?id=1382851524
经典港片动作搞笑,http://47.104.163.156:50/yy.php?id=1459869766
宰相刘罗锅,http://47.104.163.156:50/yy.php?id=1353892468
活力满满,http://47.104.163.156:50/yy.php?id=1382851585
保护我家蓉儿,http://47.104.163.156:50/yy.php?id=1370293254
打王者看电影,http://47.104.163.156:50/yy.php?id=1460889796
流行古装剧—知否知否应是绿肥红瘦,http://47.104.163.156:50/yy.php?id=1354936134
快来呀好剧在等你,http://47.104.163.156:50/yy.php?id=1331686180
【新三国】吕布,http://47.104.163.156:50/yy.php?id=1382851459
【新三国】日版,http://47.104.163.156:50/yy.php?id=1382851457
初恋脸,http://47.104.163.156:50/yy.php?id=1382851597
爱笑仙子,http://47.104.163.156:50/yy.php?id=1382736838
恐怖诡异墓穴,http://47.104.163.156:50/yy.php?id=1382748585
鬼经典老片,http://47.104.163.156:50/yy.php?id=1463783198
苍狼,http://47.104.163.156:50/yy.php?id=1507704566
福贵,http://47.104.163.156:50/yy.php?id=1354926537
法证先锋Ⅲ,http://47.104.163.156:50/yy.php?id=1382736802
8090.电影一哥,http://47.104.163.156:50/yy.php?id=29197808
和你不见不散,http://47.104.163.156:50/yy.php?id=1355635293
西游记后传蓝光,http://47.104.163.156:50/yy.php?id=1353392400
动漫,http://47.104.163.156:50/yy.php?id=1354768831
惊恐盗暮鬼怪,http://47.104.163.156:50/yy.php?id=1382749525
军旅剧（回忆经典）,http://47.104.163.156:50/yy.php?id=1356306672
电影电影电影电影电影电影,http://47.104.163.156:50/yy.php?id=1351496216
父母的爱情,http://47.104.163.156:50/yy.php?id=1382768483
少年歌行,http://47.104.163.156:50/yy.php?id=1450556636
24小时循环播电视剧,http://47.104.163.156:50/yy.php?id=53320802
探案！探案！,http://47.104.163.156:50/yy.php?id=1382829413
三国演义94年经典版,http://47.104.163.156:50/yy.php?id=1354936241
如沐春风,http://47.104.163.156:50/yy.php?id=1382736810
炊事班的故事III,http://47.104.163.156:50/yy.php?id=1382736716
天道-9.2高分好剧,http://47.104.163.156:50/yy.php?id=1382735574
欢乐集结号,http://47.104.163.156:50/yy.php?id=1354931582
单挑荒野第一季,http://47.104.163.156:50/yy.php?id=1354933535
读心神探,http://47.104.163.156:50/yy.php?id=1382736875
寻秦记,http://47.104.163.156:50/yy.php?id=1354658048
速度与激情全集,http://47.104.163.156:50/yy.php?id=1382749892
洪金宝福星系列,http://47.104.163.156:50/yy.php?id=1354924839
妖神记,http://47.104.163.156:50/yy.php?id=1382745171
震撼！国内功夫大片,http://47.104.163.156:50/yy.php?id=1382736902
炊事班的故事,http://47.104.163.156:50/yy.php?id=1382749901
法证先锋,http://47.104.163.156:50/yy.php?id=1354930939
变形金刚,http://47.104.163.156:50/yy.php?id=1382736803
超英集结,http://47.104.163.156:50/yy.php?id=1382745091
国内玄幻电影-林正英,http://47.104.163.156:50/yy.php?id=1354932444
魔幻手机,http://47.104.163.156:50/yy.php?id=1382735544
时光的海,http://47.104.163.156:50/yy.php?id=1382736885
甜甜的恋爱这狗粮我吃了,http://47.104.163.156:50/yy.php?id=1354932438
西游记张卫健版,http://47.104.163.156:50/yy.php?id=1354936155
宫心计,http://47.104.163.156:50/yy.php?id=1382828769
动漫《火影疾风传》,http://47.104.163.156:50/yy.php?id=1459675153
